
[Name]
inlet

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ]
-4.32917565e-01, -1.15301621e+00, -1.25000000e-01, 5.08691835e+00
2.85374582e-01, -1.15301621e+00, -4.16666679e-02, 2.35209823e+00
-1.49220034e-01, -1.15301621e+00, -1.27604172e-01, 4.48497963e+00
-1.31246880e-01, -1.15301621e+00, -1.68507367e-01, 4.45219660e+00
-9.47584063e-02, -1.15301621e+00, -1.32048279e-01, 4.30516672e+00
-4.54005539e-01, -1.15301621e+00, -1.66845560e-01, 5.13411474e+00
1.31415054e-01, -1.15301621e+00, -1.27604172e-01, 3.28138161e+00
1.49226010e-01, -1.15301621e+00, -1.67929500e-01, 3.20643234e+00
1.85147762e-01, -1.15301621e+00, -1.32077992e-01, 2.98409486e+00
5.34271181e-01, -1.15301621e+00, 1.33546973e-02, 6.02332830e-01
-4.88187373e-01, -1.15301621e+00, -1.32235527e-01, 5.15444803e+00
-4.32917595e-01, -1.15301621e+00, -2.02181548e-01, 5.14123392e+00
5.66920161e-01, -1.15301621e+00, -1.21694170e-01, 3.71262938e-01
6.09441280e-01, -1.15301621e+00, -1.34615391e-01, 8.59685913e-02
1.00790188e-01, -1.15301621e+00, -1.66666672e-01, 3.45321107e+00
-1.79844871e-01, -1.15301621e+00, -1.66666672e-01, 4.58851051e+00
2.62684345e-01, -1.15301621e+00, 8.13301280e-02, 2.48966956e+00
1.16658248e-01, -1.15301621e+00, -2.08543807e-01, 3.42158890e+00
-1.64443627e-01, -1.15301621e+00, -2.08834901e-01, 4.59280491e+00
7.32278153e-02, -1.15301621e+00, -2.08333328e-01, 3.63865018e+00
-2.07407251e-01, -1.15301621e+00, -2.08333328e-01, 4.71270704e+00
5.26289701e-01, -1.15301621e+00, 1.03143238e-01, 6.72249317e-01
6.09441280e-01, -1.15301621e+00, -1.92307699e-02, 6.59295395e-02
6.09441280e-01, -1.15301621e+00, 1.92307699e-02, 7.57998452e-02
5.71856201e-01, -1.15301621e+00, -2.93804286e-03, 2.99469978e-01
2.41920590e-01, -1.15301621e+00, 1.27926111e-01, 2.62997818e+00
2.19040632e-01, -1.15301621e+00, 8.31226185e-02, 2.75848889e+00
2.91569144e-01, -1.15301621e+00, 1.19991988e-01, 2.31494308e+00
2.76830167e-01, -1.15301621e+00, 1.63949773e-01, 2.43349814e+00
3.37924063e-01, -1.15301621e+00, 1.16386220e-01, 2.01724839e+00
3.20453972e-01, -1.15301621e+00, 1.58653840e-01, 2.14836240e+00
3.04584712e-01, -1.15301621e+00, 2.04326928e-01, 2.31005883e+00
2.15215802e-01, -1.15301621e+00, -1.66666672e-01, 2.81718898e+00
2.33451515e-01, -1.15301621e+00, -1.25066772e-01, 2.68518734e+00
2.58961022e-01, -1.15301621e+00, 2.07385093e-01, 2.57430720e+00
-4.20330316e-02, -1.15301621e+00, -1.25000000e-01, 4.09693623e+00
-6.54192865e-02, -1.15301621e+00, -1.66666672e-01, 4.20840502e+00
-3.46054375e-01, -1.15301621e+00, -1.66666672e-01, 4.97454977e+00
-3.22668105e-01, -1.15301621e+00, -1.25000000e-01, 4.91412973e+00
-2.00388134e-02, -1.15301621e+00, 8.33333358e-02, 3.99220967e+00
-3.00673902e-01, -1.15301621e+00, 8.33333358e-02, 4.85516596e+00
2.04207927e-01, -1.15301621e+00, -7.83614963e-02, 2.84167647e+00
1.96210921e-01, -1.15301621e+00, 4.44128811e-02, 2.88639617e+00
-6.54192865e-02, -1.15301621e+00, 0.00000000e+00, 4.15749693e+00
-7.19088688e-02, -1.15301621e+00, -8.16829205e-02, 4.20008230e+00
2.15215802e-01, -1.15301621e+00, 0.00000000e+00, 2.76531982e+00
2.38602057e-01, -1.15301621e+00, -4.16666679e-02, 2.63736916e+00
-3.52605462e-01, -1.15301621e+00, -8.16326514e-02, 4.95254612e+00
-3.46054345e-01, -1.15301621e+00, 0.00000000e+00, 4.92888021e+00
4.25768942e-01, -1.15301621e+00, -1.26753241e-01, 1.40568793e+00
2.56708175e-01, -1.15301621e+00, -8.35044235e-02, 2.53117871e+00
-6.54192865e-02, -1.15301621e+00, 8.33333358e-02, 4.16432667e+00
-8.44241679e-02, -1.15301621e+00, 4.44128811e-02, 4.23795891e+00
4.91665483e-01, -1.15301621e+00, 3.13651487e-02, 9.24502850e-01
-5.45358181e-01, -1.15301621e+00, -1.21776856e-01, 5.20740986e+00
-5.23919880e-01, -1.15301621e+00, -1.69277206e-01, 5.21459341e+00
5.57470461e-03, -1.15301621e+00, -3.64583321e-02, 3.87226939e+00
-2.75060356e-01, -1.15301621e+00, -3.64583321e-02, 4.79277849e+00
-1.39933862e-02, -1.15301621e+00, -8.29613060e-02, 3.95874333e+00
-3.65410566e-01, -1.15301621e+00, 4.45836969e-02, 4.96895456e+00
-3.46054375e-01, -1.15301621e+00, 8.33333358e-02, 4.93757296e+00
4.21807975e-01, -1.15301621e+00, -7.66231492e-02, 1.42824590e+00
4.16586608e-01, -1.15301621e+00, -2.71270201e-02, 1.45433509e+00
3.31311882e-01, -1.15301621e+00, -4.64743599e-02, 2.05449605e+00
-2.94628471e-01, -1.15301621e+00, -8.29613060e-02, 4.83960629e+00
5.68724155e-01, -1.15301621e+00, 3.75934765e-02, 3.35612386e-01
3.09981465e-01, -1.15301621e+00, 8.10256973e-02, 2.19577670e+00
-6.21142149e-01, -1.15301621e+00, 8.12671483e-02, 5.25256443e+00
-6.62197053e-01, -1.15301621e+00, 1.02640562e-01, 5.28477764e+00
-2.58077502e-01, -1.15301621e+00, 8.33333358e-02, 4.75862789e+00
2.25575846e-02, -1.15301621e+00, 8.33333358e-02, 3.80203938e+00
-5.85454941e-01, -1.15301621e+00, -9.31897238e-02, 5.22965097e+00
-5.97818792e-01, -1.15301621e+00, -1.31372631e-01, 5.25393152e+00
-3.22668105e-01, -1.15301621e+00, 1.25000000e-01, 4.90930128e+00
-5.13106465e-01, -1.15301621e+00, 8.89710784e-02, 5.16848326e+00
5.27986825e-01, -1.15301621e+00, 5.72107807e-02, 6.48419917e-01
-4.20330316e-02, -1.15301621e+00, 1.25000000e-01, 4.09454823e+00
1.98087677e-01, -1.15301621e+00, -3.39537263e-02, 2.87191582e+00
1.68443292e-01, -1.15301621e+00, 0.00000000e+00, 3.04397082e+00
-1.12191796e-01, -1.15301621e+00, 0.00000000e+00, 4.32890987e+00
-4.08215195e-01, -1.15301621e+00, -8.84761885e-02, 5.04437780e+00
5.25563240e-01, -1.15301621e+00, -1.52412727e-01, 6.85228884e-01
-1.26291960e-01, -1.15301621e+00, -8.92033875e-02, 4.40002394e+00
-3.92826855e-01, -1.15301621e+00, 0.00000000e+00, 5.00774384e+00
1.53447747e-01, -1.15301621e+00, -8.86741355e-02, 3.15340233e+00
4.45776224e-01, -1.15301621e+00, 5.02625853e-02, 1.24820840e+00
4.11425382e-01, -1.15301621e+00, 2.12462582e-02, 1.49688530e+00
-8.22880045e-02, -1.15301621e+00, -3.32939997e-02, 4.22512197e+00
-3.22250485e-01, -1.15301621e+00, -3.90625000e-02, 4.88805628e+00
2.55306542e-01, -1.15301621e+00, -1.66666672e-01, 2.57618332e+00
-4.16154191e-02, -1.15301621e+00, -3.90625000e-02, 4.07091093e+00
3.68545860e-01, -1.15301621e+00, 1.61414191e-01, 1.81720519e+00
-3.62949938e-01, -1.15301621e+00, -3.32683027e-02, 4.96060419e+00
5.05629957e-01, -1.15301621e+00, 2.06630602e-01, 8.89063895e-01
-3.01787525e-01, -1.15301621e+00, 1.66666672e-01, 4.89147854e+00
-3.45289022e-01, -1.15301621e+00, 1.67510748e-01, 4.97072840e+00
-6.60120666e-01, -1.15301621e+00, 1.44651741e-01, 5.30425882e+00
-7.02850461e-01, -1.15301621e+00, 1.29869834e-01, 5.31868887e+00
-1.98138595e-01, -1.15301621e+00, -1.29629627e-01, 4.62548923e+00
5.70073068e-01, -1.15301621e+00, 1.62544608e-01, 3.23183745e-01
6.09441280e-01, -1.15301621e+00, 1.73076928e-01, 7.68913627e-02
-7.24951252e-02, -1.15301621e+00, 1.64653838e-01, 4.23569775e+00
-2.11524367e-02, -1.15301621e+00, 1.66666672e-01, 4.03110266e+00
-2.61601716e-01, -1.15301621e+00, 1.66811347e-01, 4.80173349e+00
-2.86097080e-01, -1.15301621e+00, 2.08333328e-01, 4.90545225e+00
-7.07162499e-01, -1.15301621e+00, 9.14180130e-02, 5.29952955e+00
-5.06899536e-01, -1.15301621e+00, -8.78292546e-02, 5.15931892e+00
-4.93680090e-01, -1.15301621e+00, 2.08333328e-01, 5.23575592e+00
-4.48786825e-01, -1.15301621e+00, 2.08333328e-01, 5.18345308e+00
8.24964717e-02, -1.15301621e+00, -1.29629627e-01, 3.53420925e+00
3.03517252e-01, -1.15301621e+00, -8.95624459e-02, 2.23410463e+00
1.90333556e-02, -1.15301621e+00, 1.66811347e-01, 3.85049558e+00
-5.46200294e-03, -1.15301621e+00, 2.08333328e-01, 4.00467587e+00
5.73892057e-01, -1.15301621e+00, 2.18900234e-01, 3.83408546e-01
6.09441280e-01, -1.15301621e+00, 2.11538464e-01, 8.95065665e-02
6.09441280e-01, -1.15301621e+00, 2.50000000e-01, 1.81595236e-01
3.77249151e-01, -1.15301621e+00, -5.12820520e-02, 1.74044895e+00
3.46760899e-01, -1.15301621e+00, -9.14273858e-02, 1.95925093e+00
3.87998760e-01, -1.15301621e+00, 1.13122500e-01, 1.68227136e+00
5.90290129e-02, -1.15301621e+00, -1.66666672e-01, 3.66524911e+00
-3.29349905e-01, -1.15301621e+00, 2.08333328e-01, 4.98690367e+00
3.85523975e-01, -1.15301621e+00, -1.07941963e-01, 1.69503200e+00
-2.21606061e-01, -1.15301621e+00, -1.66666672e-01, 4.70631552e+00
-2.81952620e-01, -1.15301621e+00, -1.28265545e-01, 4.82570219e+00
-4.87148017e-02, -1.15301621e+00, 2.08333328e-01, 4.18951416e+00
5.80233932e-01, -1.15301621e+00, 1.92517340e-01, 2.60682911e-01
4.83881868e-02, -1.15301621e+00, 4.23409157e-02, 3.67169619e+00
3.70595008e-01, -1.15301621e+00, 4.49173003e-02, 1.78092051e+00
3.81114006e-01, -1.15301621e+00, -6.37347717e-03, 1.71215475e+00
-1.31754461e-03, -1.15301621e+00, -1.28265545e-01, 3.91110229e+00
-2.32246593e-01, -1.15301621e+00, 4.23408784e-02, 4.68679571e+00
3.89567047e-01, -1.15301621e+00, -1.60267368e-01, 1.67868924e+00
-4.67763215e-01, -1.15301621e+00, 9.05172899e-02, 5.11891127e+00
-2.47460291e-01, -1.15301621e+00, -6.82584867e-02, 4.73257494e+00
3.31736207e-02, -1.15301621e+00, -6.82581142e-02, 3.75001979e+00
5.78646898e-01, -1.15301621e+00, -3.98282111e-02, 2.59004980e-01
-6.94121063e-01, -1.15301621e+00, -2.03208596e-01, 5.38657331e+00
-7.26888418e-01, -1.15301621e+00, -1.57967925e-01, 5.34982300e+00
-2.80071706e-01, -1.15301621e+00, 1.25000000e-01, 4.82204676e+00
-3.04710805e-01, -1.15301621e+00, -1.66666672e-01, 4.89921904e+00
-2.40757279e-02, -1.15301621e+00, -1.66666672e-01, 4.03885889e+00
-4.62194949e-01, -1.15301621e+00, -9.03146267e-02, 5.11082983e+00
5.63367270e-04, -1.15301621e+00, 1.25000000e-01, 3.91133046e+00
3.39711159e-01, -1.15301621e+00, -1.74590960e-01, 2.02357864e+00
3.76413941e-01, -1.15301621e+00, -2.05929488e-01, 1.80099237e+00
-4.26994383e-01, -1.15301621e+00, 1.63411275e-01, 5.09716845e+00
4.16504651e-01, -1.15301621e+00, -2.05929488e-01, 1.51888835e+00
5.67155600e-01, -1.15301621e+00, -1.68667004e-01, 3.70171338e-01
6.09441280e-01, -1.15301621e+00, -1.73076928e-01, 7.28815794e-02
-5.87327600e-01, -1.15301621e+00, 1.02016196e-01, 5.23521423e+00
3.44675452e-01, -1.15301621e+00, 2.04326928e-01, 2.02795887e+00
-6.85363412e-01, -1.15301621e+00, -1.54167771e-01, 5.32527256e+00
-6.08201444e-01, -1.15301621e+00, 4.34636623e-02, 5.23723173e+00
4.12170678e-01, -1.15301621e+00, 1.45888060e-01, 1.49954891e+00
4.48934168e-01, -1.15301621e+00, 1.44092947e-01, 1.24877989e+00
4.63833988e-01, -1.15301621e+00, 2.10737184e-01, 1.21050692e+00
4.36461627e-01, -1.15301621e+00, 1.77837178e-01, 1.35225201e+00
-5.65970480e-01, -1.15301621e+00, -1.56785831e-01, 5.24877930e+00
5.45027554e-01, -1.15301621e+00, 1.97073653e-01, 5.31791329e-01
-7.31685460e-01, -1.15301621e+00, 1.38135413e-02, 5.29031086e+00
4.81892675e-02, -1.15301621e+00, -3.09229512e-02, 3.67690849e+00
-6.42421186e-01, -1.15301621e+00, -1.42488897e-01, 5.29164362e+00
-6.72300994e-01, -1.15301621e+00, -1.15659878e-01, 5.29588556e+00
4.30834025e-01, -1.15301621e+00, -1.68043017e-01, 1.38239479e+00
-2.32444748e-01, -1.15301621e+00, -3.09232902e-02, 4.69359112e+00
-2.37475306e-01, -1.15301621e+00, 1.25000000e-01, 4.72563696e+00
2.31920287e-01, -1.15301621e+00, -2.08333328e-01, 2.76376557e+00
-5.95506907e-01, -1.15301621e+00, 1.85160831e-01, 5.28863764e+00
1.96359888e-01, -1.15301621e+00, 1.20066576e-01, 2.90374255e+00
-7.00898290e-01, -1.15301621e+00, 1.76429838e-01, 5.35494328e+00
5.78120410e-01, -1.15301621e+00, -2.09535256e-01, 2.56999314e-01
6.09441280e-01, -1.15301621e+00, -2.11538464e-01, 4.17221338e-02
-5.61904609e-01, -1.15301621e+00, -1.35360612e-02, 5.20108747e+00
-4.33836490e-01, -1.15301621e+00, 1.43610369e-02, 5.06931925e+00
-4.72412616e-01, -1.15301621e+00, 2.04949398e-02, 5.11543226e+00
-4.68323648e-01, -1.15301621e+00, -2.04400197e-02, 5.10817385e+00
3.52002382e-01, -1.15301621e+00, -1.32207245e-01, 1.93489981e+00
-5.19206166e-01, -1.15301621e+00, 1.68016091e-01, 5.20781231e+00
-6.45661712e-01, -1.15301621e+00, -3.34299095e-02, 5.25878286e+00
6.09441280e-01, -1.15301621e+00, -2.50000000e-01, 1.24783374e-01
-7.10653186e-01, -1.15301621e+00, -1.25196859e-01, 5.31873322e+00
-6.26842022e-01, -1.15301621e+00, -1.07182018e-01, 5.26436329e+00
3.23018581e-02, -1.15301621e+00, -2.08333328e-01, 3.83164501e+00
-1.96871415e-01, -1.15301621e+00, 1.86293423e-02, 4.59054327e+00
-1.89720437e-01, -1.15301621e+00, -2.06374414e-02, 4.57732534e+00
-1.55074820e-01, -1.15301621e+00, 1.65520739e-02, 4.47780704e+00
-2.48333216e-01, -1.15301621e+00, -2.08333328e-01, 4.82243490e+00
4.31597680e-02, -1.15301621e+00, 1.25000000e-01, 3.72392273e+00
-5.36485314e-01, -1.15301621e+00, 2.08333328e-01, 5.27873182e+00
-5.74064493e-01, -1.15301621e+00, 2.13674024e-01, 5.31288767e+00
1.01827383e-01, -1.15301621e+00, -9.26153511e-02, 3.41559052e+00
-1.78709969e-01, -1.15301621e+00, -9.27456915e-02, 4.55622005e+00
9.09136757e-02, -1.15301621e+00, -2.06371248e-02, 3.46421862e+00
1.25560135e-01, -1.15301621e+00, 1.65521279e-02, 3.28875852e+00
8.37636441e-02, -1.15301621e+00, 1.86293423e-02, 3.49422359e+00
4.00858432e-01, -1.15301621e+00, 7.00050443e-02, 1.56837237e+00
3.46057892e-01, -1.15301621e+00, 1.79679077e-02, 1.93613148e+00
1.78465977e-01, -1.15301621e+00, 8.33333358e-02, 2.99551582e+00
-2.63367236e-01, -1.15301621e+00, -1.66666672e-01, 4.80908632e+00
-2.40885809e-01, -1.15301621e+00, -1.29340276e-01, 4.73117304e+00
-3.64120632e-01, -1.15301621e+00, 1.25961423e-01, 4.98365736e+00
-8.42624903e-02, -1.15301621e+00, 1.20035164e-01, 4.25372267e+00
-1.98799878e-01, -1.15301621e+00, 1.28836155e-01, 4.62108326e+00
-1.57349750e-01, -1.15301621e+00, 1.26166329e-01, 4.50422239e+00
-1.79844871e-01, -1.15301621e+00, 1.66666672e-01, 4.58092737e+00
-3.29349905e-01, -1.15301621e+00, -2.08333328e-01, 4.99458551e+00
1.56334713e-01, -1.15301621e+00, 4.70109396e-02, 3.11755657e+00
2.72011012e-01, -1.15301621e+00, -2.08333328e-01, 2.51952815e+00
2.97067702e-01, -1.15301621e+00, -1.67467952e-01, 2.30809355e+00
-1.24307811e-01, -1.15301621e+00, 4.70019840e-02, 4.37885952e+00
4.37714875e-01, -1.15301621e+00, 1.03649884e-01, 1.31759048e+00
-1.02169111e-01, -1.15301621e+00, 8.33333358e-02, 4.30875635e+00
3.12936962e-01, -1.15301621e+00, -2.08733976e-01, 2.26689982e+00
-4.87148203e-02, -1.15301621e+00, -2.08333328e-01, 4.18762684e+00
-4.07785833e-01, -1.15301621e+00, 4.81328554e-02, 5.03545666e+00
1.91829547e-01, -1.15301621e+00, -2.08333328e-01, 2.99236894e+00
3.97492684e-02, -1.15301621e+00, -1.29340276e-01, 3.73523331e+00
1.72678325e-02, -1.15301621e+00, -1.66666672e-01, 3.85744953e+00
-3.84489954e-01, -1.15301621e+00, 8.69579911e-02, 5.00602484e+00
-4.26621586e-01, -1.15301621e+00, 8.84557888e-02, 5.06582546e+00
4.84861195e-01, -1.15301621e+00, 7.78744817e-02, 9.67429876e-01
-3.69440645e-01, -1.15301621e+00, -2.08333328e-01, 5.05535126e+00
3.23024422e-01, -1.15301621e+00, 4.58005406e-02, 2.07435799e+00
1.04753755e-01, -1.15301621e+00, 1.69318065e-01, 3.42742229e+00
8.54777545e-02, -1.15301621e+00, 1.30208328e-01, 3.52139401e+00
1.23494178e-01, -1.15301621e+00, 1.26417592e-01, 3.31751084e+00
-4.01179105e-01, -1.15301621e+00, -2.08333328e-01, 5.10778809e+00
-8.88055414e-02, -1.15301621e+00, -2.08333328e-01, 4.34094000e+00
-4.64656055e-01, -1.15301621e+00, -2.08333328e-01, 5.19423103e+00
-1.23506971e-01, -1.15301621e+00, -2.09501997e-01, 4.46947956e+00
-5.37919462e-01, -1.15301621e+00, -2.13758543e-01, 5.28134823e+00
-4.99032408e-01, -1.15301621e+00, -2.11028606e-01, 5.23512888e+00
1.56233087e-01, -1.15301621e+00, -2.09426552e-01, 3.19586277e+00
-6.13658428e-01, -1.15301621e+00, -1.66332737e-01, 5.28588247e+00
-6.94463909e-01, -1.15301621e+00, -4.54028882e-02, 5.28276491e+00
-2.89259166e-01, -1.15301621e+00, -2.08333328e-01, 4.91563654e+00
-3.67770195e-01, -1.15301621e+00, 2.08333328e-01, 5.06075525e+00
4.62328792e-01, -1.15301621e+00, -2.00006038e-01, 1.21168935e+00
3.55063677e-01, -1.15301621e+00, 7.85428807e-02, 1.89149809e+00
-9.36466157e-02, -1.15301621e+00, 2.10005596e-01, 4.36190224e+00
-2.44157091e-01, -1.15301621e+00, 2.08333328e-01, 4.81244993e+00
-8.62410199e-03, -1.15301621e+00, -2.08333328e-01, 4.01933908e+00
-6.22018099e-01, -1.15301621e+00, 1.21825404e-01, 5.26798391e+00
-1.68812975e-01, -1.15301621e+00, 2.10937500e-01, 4.61037970e+00
-2.07407251e-01, -1.15301621e+00, 2.08333328e-01, 4.70961905e+00
-6.57890022e-01, -1.15301621e+00, -7.68119246e-02, 5.27425480e+00
3.64779867e-02, -1.15301621e+00, 2.08333328e-01, 3.82655263e+00
-3.78428787e-01, -1.15301621e+00, -1.71739340e-01, 5.03365612e+00
-9.70758945e-02, -1.15301621e+00, -1.71837926e-01, 4.34419966e+00
1.13857962e-01, -1.15301621e+00, 2.12239578e-01, 3.43187404e+00
7.32278153e-02, -1.15301621e+00, 2.08333328e-01, 3.63063407e+00
1.82888851e-01, -1.15301621e+00, -1.71752632e-01, 3.01824379e+00
-4.85432684e-01, -1.15301621e+00, -1.77004993e-01, 5.17638206e+00
3.50824982e-01, -1.15301621e+00, -1.57661680e-02, 1.91503406e+00
3.84151369e-01, -1.15301621e+00, 2.09568650e-01, 1.75552320e+00
-6.15024447e-01, -1.15301621e+00, -6.44276142e-02, 5.24380922e+00
2.69505322e-01, -1.15301621e+00, -1.25400648e-01, 2.43418026e+00
-5.55339038e-01, -1.15301621e+00, 8.03389102e-02, 5.20508623e+00
-4.46811259e-01, -1.15301621e+00, -5.34337983e-02, 5.08352613e+00
-4.83695507e-01, -1.15301621e+00, -5.56623749e-02, 5.12884378e+00
2.08026052e-01, -1.15301621e+00, 1.60507321e-01, 2.85641575e+00
-5.09096563e-01, -1.15301621e+00, 2.58016754e-02, 5.15494204e+00
-4.87352043e-01, -1.15301621e+00, 5.75501248e-02, 5.13677454e+00
1.14937946e-01, -1.15301621e+00, -5.42329401e-02, 3.32725406e+00
7.54146352e-02, -1.15301621e+00, -6.08969890e-02, 3.54468560e+00
-2.16620386e-01, -1.15301621e+00, 8.86172652e-02, 4.65948820e+00
-4.48005736e-01, -1.15301621e+00, 5.41291013e-02, 5.08894730e+00
-2.05216497e-01, -1.15301621e+00, -6.08982556e-02, 4.62615299e+00
-1.65660337e-01, -1.15301621e+00, -5.43179400e-02, 4.50188112e+00
2.41249844e-01, -1.15301621e+00, 1.71032876e-01, 2.66298985e+00
6.06994592e-02, -1.15301621e+00, 9.37500000e-02, 3.61211133e+00
-2.20021620e-01, -1.15301621e+00, 1.67534724e-01, 4.70004511e+00
-3.85156006e-01, -1.15301621e+00, 1.70264319e-01, 5.03803682e+00
-4.04684216e-01, -1.15301621e+00, 1.26018271e-01, 5.04650736e+00
-4.06190455e-01, -1.15301621e+00, 2.08333328e-01, 5.12239122e+00
-5.02144337e-01, -1.15301621e+00, -3.05028223e-02, 5.14821482e+00
-6.54469550e-01, -1.15301621e+00, -1.80394232e-01, 5.32724380e+00
-7.27819443e-01, -1.15301621e+00, -2.16370281e-02, 5.29056835e+00
-5.44148445e-01, -1.15301621e+00, -7.44105652e-02, 5.19405270e+00
6.06134497e-02, -1.15301621e+00, 1.67534724e-01, 3.65842533e+00
-1.40467584e-01, -1.15301621e+00, 1.53211802e-01, 4.45579195e+00
-5.46308219e-01, -1.15301621e+00, 2.03131083e-02, 5.18849993e+00
-1.08850896e-01, -1.15301621e+00, 1.45833328e-01, 4.34919119e+00
8.56822282e-02, -1.15301621e+00, 5.82942069e-02, 3.49256516e+00
1.64647669e-01, -1.15301621e+00, -4.78851646e-02, 3.08497548e+00
-4.28853512e-01, -1.15301621e+00, -2.13960223e-02, 5.05987215e+00
-2.21908629e-01, -1.15301621e+00, -9.69334468e-02, 4.67146778e+00
-1.94951028e-01, -1.15301621e+00, 5.82940280e-02, 4.59301996e+00
-1.48832917e-01, -1.15301621e+00, -2.10597925e-02, 4.44998980e+00
-1.92373246e-01, -1.15301621e+00, -2.50000000e-01, 4.70482016e+00
1.31610334e-01, -1.15301621e+00, -2.09543090e-02, 3.24792624e+00
-1.15032159e-01, -1.15301621e+00, -4.84112650e-02, 4.35263538e+00
8.82618427e-02, -1.15301621e+00, -2.50000000e-01, 3.61159706e+00
-6.59493566e-01, -1.15301621e+00, 1.81429937e-01, 5.33108854e+00
-3.96026134e-01, -1.15301621e+00, -4.82167378e-02, 5.01931286e+00
-6.23730242e-01, -1.15301621e+00, 1.62498355e-01, 5.28994417e+00
1.39025629e-01, -1.15301621e+00, 1.51118964e-01, 3.23775291e+00
3.45044225e-01, -1.15301621e+00, -2.13057116e-01, 2.04483032e+00
2.01398507e-02, -1.15301621e+00, -1.01049565e-01, 3.80166960e+00
5.87234683e-02, -1.15301621e+00, -9.69324932e-02, 3.63420987e+00
4.98530507e-01, -1.15301621e+00, -1.89164802e-01, 8.99871051e-01
-2.60495126e-01, -1.15301621e+00, -1.01049565e-01, 4.76114082e+00
-1.78172037e-01, -1.15301621e+00, 9.38992053e-02, 4.55813646e+00
1.02497533e-01, -1.15301621e+00, 9.39411148e-02, 3.42040181e+00
-7.37495720e-01, -1.15301621e+00, 1.91773504e-01, 5.39932823e+00
2.88715482e-01, -1.15301621e+00, 2.50000000e-01, 2.43785310e+00
5.94133362e-02, -1.15301621e+00, 7.12850189e-04, 3.61953211e+00
-1.51269332e-01, -1.15301621e+00, 5.23563288e-02, 4.46379328e+00
-2.21221521e-01, -1.15301621e+00, 7.12777313e-04, 4.66080332e+00
1.29375771e-01, -1.15301621e+00, 5.23681380e-02, 3.26706004e+00
-5.60470283e-01, -1.15301621e+00, -1.89418972e-01, 5.26388741e+00
-5.74439108e-01, -1.15301621e+00, -5.14741540e-02, 5.21382618e+00
-1.20290942e-01, -1.15301621e+00, 1.76936239e-01, 4.40256643e+00
4.22840804e-01, -1.15301621e+00, 2.13462934e-01, 1.50455678e+00
-5.25482655e-01, -1.15301621e+00, -6.42413553e-03, 5.16970825e+00
-5.38814008e-01, -1.15301621e+00, -3.69767584e-02, 5.18302584e+00
3.26893985e-01, -1.15301621e+00, -1.14998914e-01, 2.09447360e+00
-1.72288433e-01, -1.15301621e+00, 4.13936824e-02, 4.52890015e+00
-5.30607462e-01, -1.15301621e+00, 5.21183573e-02, 5.17847013e+00
1.08346641e-01, -1.15301621e+00, 4.13936824e-02, 3.37859011e+00
4.04834062e-01, -1.15301621e+00, 1.81634203e-01, 1.58924043e+00
-5.88046789e-01, -1.15301621e+00, 7.00710267e-02, 5.22784519e+00
-1.40717641e-01, -1.15301621e+00, 8.53572786e-02, 4.43976307e+00
1.70769393e-01, -1.15301621e+00, 1.54294044e-01, 3.07017064e+00
-4.73008335e-01, -1.15301621e+00, 2.50000000e-01, 5.26018953e+00
-5.68223774e-01, -1.15301621e+00, 4.32692319e-02, 5.20934296e+00
1.39952198e-01, -1.15301621e+00, 8.53991583e-02, 3.22560334e+00
-2.32463971e-01, -1.15301621e+00, -2.50000000e-01, 4.83549261e+00
4.81711142e-02, -1.15301621e+00, -2.50000000e-01, 3.78752637e+00
3.22220743e-01, -1.15301621e+00, -1.42959282e-01, 2.11687970e+00
-4.94628280e-01, -1.15301621e+00, -3.64395720e-03, 5.13913822e+00
-1.19708799e-01, -1.15301621e+00, 1.19791664e-01, 4.38346481e+00
1.78948119e-01, -1.15301621e+00, 1.89310953e-01, 3.04854465e+00
1.60926282e-01, -1.15301621e+00, 1.19791664e-01, 3.11972904e+00
-6.49076223e-01, -1.15301621e+00, -2.16691718e-01, 5.38151026e+00
-3.20103355e-02, -1.15301621e+00, 2.50000000e-01, 4.14323664e+00
-3.12645406e-01, -1.15301621e+00, 2.50000000e-01, 4.98516607e+00
2.17893243e-01, -1.15301621e+00, 2.05762327e-01, 2.83933973e+00
1.40305325e-01, -1.15301621e+00, 1.83249474e-01, 3.23951459e+00
-6.86023772e-01, -1.15301621e+00, 2.15216160e-01, 5.40177774e+00
-7.13552654e-01, -1.15301621e+00, -2.50000000e-01, 5.47330856e+00
4.08987641e-01, -1.15301621e+00, -2.50000000e-01, 1.63605559e+00
5.69350541e-01, -1.15301621e+00, 2.50000000e-01, 4.18288946e-01
-5.13924837e-01, -1.15301621e+00, -5.52166589e-02, 5.16170597e+00
-5.13099074e-01, -1.15301621e+00, 2.50000000e-01, 5.28152895e+00
-1.50662035e-01, -1.15301621e+00, 1.83274239e-01, 4.50544453e+00
3.28806192e-01, -1.15301621e+00, 2.50000000e-01, 2.18768764e+00
-7.25524187e-01, -1.15301621e+00, 2.20886752e-01, 5.44350481e+00
5.29744446e-01, -1.15301621e+00, -1.84581265e-01, 6.69768155e-01
3.03248346e-01, -1.15301621e+00, -1.26201928e-01, 2.22996569e+00
-6.27095580e-01, -1.15301621e+00, -1.95652887e-01, 5.32101774e+00
2.48624742e-01, -1.15301621e+00, 2.50000000e-01, 2.69184089e+00
